,Name Romaji,Name Native,Name English,Synonyms,Volume Count,Start Date,Start Year,Popularity,Favorites,Source,Genre_One,Genre_Two,Genre_Three,Tag_One,Tag_Two,Tag_Three,Rating Rank,Popularity Rank,Has Anime,Anime Release Date,Name Word Count,Link,Average Rating,Adaptation,Status_Cancelled,Status_Finished,Status_Hiatus,Status_Not Yet Released,Status_Releasing
1784,The King of Fantasy: Yagami Iori no Isekai Musou -Tsuki wo Miru Tabi Omoidase!-,THE KING OF FANTASY 八神庵の異世界無双 月を見るたび思い出せ！,The King of Fantasy: Yagami Iori no Isekai Musou -Tsuki wo Miru Tabi Omoidase!-,The King of Fantasy: Iori Yagami in Another World -Remember Me When You Look at The Moon!-,3.288627450980392,"Jul 5, 2019",2019.0,31.0,1.0,4,3,2,4,No Tag,No Tag,No Tag,0,0,False,2014.0,14.0,https://anilist.co/manga/128532/The-King-of-Fantasy-Yagami-Iori-no-Isekai-Musou-Tsuki-wo-Miru-Tabi-Omoidase/,67.0,0.0,0,0,0,0,1
1785,Danmatsu no Millennion,断末のミレニヲン,Danmatsu no Millennion,Danmatsu no Millennion,2.0,"Jan 1, 2015",2015.0,31.0,20.754139072847682,1,3,7,12,No Tag,No Tag,No Tag,0,0,False,2014.0,3.0,https://anilist.co/manga/93656/Danmatsu-no-Millennion/,72.44872100226819,0.0,0,1,0,0,0
1786,Eiyuu Shihai no Dark Lord,英雄支配のダークロード,Eiyuu Shihai no Dark Lord,Dark lord of Heroic Rule,3.288627450980392,"Mar 15, 2022",2022.0,31.0,20.754139072847682,1,3,2,7,No Tag,No Tag,No Tag,0,0,False,2014.0,5.0,https://anilist.co/manga/145883/Eiyuu-Shihai-no-Dark-Lord/,72.44872100226819,0.0,0,0,0,0,1
1787,Okashi na Tensei,おかしな転生,Okashi na Tensei,"Sweet Reincarnation
Okashina Tensei",3.288627450980392,"Oct 20, 2015",2015.0,31.0,1.0,1,3,7,15,No Tag,No Tag,No Tag,0,0,False,2014.0,3.0,https://anilist.co/manga/123847/Okashi-na-Tensei/,70.0,0.0,0,0,0,0,1
1788,Tamako-san to Kashiwa-kun,多摩湖さんと黄鶏くん,Tamako-san to Kashiwa-kun,多摩湖さんと黄鶏くん,1.0,"Jul 10, 2010",2010.0,31.0,1.0,1,4,6,0,No Tag,No Tag,No Tag,0,0,False,2014.0,3.0,https://anilist.co/manga/94837/Tamakosan-to-Kashiwakun/,87.0,0.0,0,1,0,0,0
1789,"Kaminari Tei to Yobareta Saikyou Boukensha, Majutsu Gakuin ni Nyuugakushite Issai no Enryonaku Musou suru",雷帝と呼ばれた最強冒険者、魔術学院に入学して一切の遠慮なく無双する,"Kaminari Tei to Yobareta Saikyou Boukensha, Majutsu Gakuin ni Nyuugakushite Issai no Enryonaku Musou suru","The World's Strongest S-Class Adventurer, Known as the Thunder Emperor, Shows His Power Without Restraint and Becomes a Warrior in the Magic Academy",3.288627450980392,"Feb 25, 2021",2021.0,31.0,1.0,1,3,2,7,No Tag,No Tag,No Tag,0,0,False,2014.0,15.0,https://anilist.co/manga/138987/Kaminari-Tei-to-Yobareta-Saikyou-Boukensha-Majutsu-Gakuin-ni-Nyuugakushite-Issai-no-Enryonaku-Musou-suru/,72.44872100226819,0.0,0,0,0,0,1
1790,Etotama: Gaiden Novel,えとたま ～外伝のべる～,Etotama: Gaiden Novel,Eto Tamashii: Gaiden Novel,1.0,"May 3, 2015",2015.0,31.0,1.0,2,4,7,0,No Tag,No Tag,No Tag,0,0,False,2014.0,3.0,https://anilist.co/manga/94923/Etotama-Gaiden-Novel/,65.0,0.0,0,1,0,0,0
1791,Saikyou no Kanteishi tte Dare no Koto?: Manpuku Gohan de Isekai Seikatsu,最強の鑑定士って誰のこと？ ～満腹ごはんで異世界生活～,Saikyou no Kanteishi tte Dare no Koto?: Manpuku Gohan de Isekai Seikatsu,Who is the Strongest Appraiser?,3.288627450980392,"Jul 10, 2017",2017.0,31.0,20.754139072847682,1,7,0,0,No Tag,No Tag,No Tag,0,0,False,2014.0,12.0,https://anilist.co/manga/121607/Saikyou-no-Kanteishi-tte-Dare-no-Koto-Manpuku-Gohan-de-Isekai-Seikatsu/,72.44872100226819,0.0,0,0,0,0,1
1792,Hero and Daughter: Lv1 kara Hajimeru Yuusha Dakkan Sakusen,Hero and Daughter Lv1からはじめる勇者奪還作戦,Hero and Daughter: Lv1 kara Hajimeru Yuusha Dakkan Sakusen,Hero and Daughter: Lv1 kara Hajimeru Yuusha Dakkan Sakusen,1.0,"Jul 1, 2015",2015.0,31.0,1.0,1,3,4,11,No Tag,No Tag,No Tag,0,0,False,2014.0,9.0,https://anilist.co/manga/95168/Hero-and-Daughter-Lv1-kara-Hajimeru-Yuusha-Dakkan-Sakusen/,72.44872100226819,0.0,0,1,0,0,0
1793,Yuusha no Furi mo Raku ja Nai. Riyuu? Ore ga Kami dakara,勇者のふりも楽じゃない――理由？俺が神だから――,Yuusha no Furi mo Raku ja Nai. Riyuu? Ore ga Kami dakara,Even Posing as a Hero is Easy. Why? Cause I'm a God,3.0,"Oct 15, 2016",2016.0,31.0,20.754139072847682,1,3,7,0,No Tag,No Tag,No Tag,0,0,False,2014.0,12.0,https://anilist.co/manga/121831/Yuusha-no-Furi-mo-Raku-ja-Nai-Riyuu-Ore-ga-Kami-dakara/,50.0,0.0,0,1,0,0,0
1794,"Cheat na Maou no Douguya wa, Kyou mo Baito ga Hatarakanai!?",チートな魔王の道具屋は、今日もJKJC〈バイト〉が働かない!?,"Cheat na Maou no Douguya wa, Kyou mo Baito ga Hatarakanai!?","Cheat na Maou no Douguya wa
Kyou mo JKJC ga Hatarakanai!?",2.0,"Sep 2, 2015",2015.0,31.0,20.754139072847682,1,4,12,0,No Tag,No Tag,No Tag,0,0,False,2014.0,11.0,https://anilist.co/manga/95804/Cheat-na-Maou-no-Douguya-wa-Kyou-mo-Baito-ga-Hatarakanai/,72.44872100226819,0.0,0,1,0,0,0
1795,Dragon-san wa Tomodachi ga Hoshii!,ドラゴンさんは友達が欲しい!,Dragon-san wa Tomodachi ga Hoshii!,"Dragon want a Friend!
Dragon-san Wants a Friend",5.0,"Sep 15, 2015",2015.0,31.0,20.754139072847682,1,2,7,6,No Tag,No Tag,No Tag,0,0,False,2014.0,5.0,https://anilist.co/manga/95938/Dragonsan-wa-Tomodachi-ga-Hoshii/,72.0,0.0,0,1,0,0,0
1796,"""Kukuku...... Yatsu wa Shitennou no Naka Demo Saijaku"" to Kaikosareta Ore, Naze ga Yuusha to Seijou no Shishou ni Naru",「ククク……。奴は四天王の中でも最弱」と解雇された俺、なぜか勇者と聖女の師匠になる,"""Kukuku...... Yatsu wa Shitennou no Naka Demo Saijaku"" to Kaikosareta Ore, Naze ga Yuusha to Seijou no Shishou ni Naru","""Kukuku...... Yatsu wa Shitennou no Naka Demo Saijaku"" to Kaikosareta Ore, Naze ga Yuusha to Seijou no Shishou ni Naru",3.288627450980392,"Feb 10, 2021",2021.0,31.0,3.0,1,3,2,4,No Tag,No Tag,No Tag,0,0,False,2014.0,20.0,https://anilist.co/manga/141082/Kukuku-Yatsu-wa-Shitennou-no-Naka-Demo-Saijaku-to-Kaikosareta-Ore-Naze-ga-Yuusha-to-Seijou-no-Shishou-ni-Naru/,80.0,0.0,0,0,0,0,1
1797,"Shinitagari no Shannon, Dragon ni Taberaretemita",死にたがりのシャノン ドラゴンに食べられてみた,"Shinitagari no Shannon, Dragon ni Taberaretemita",Shannon Craves For Mortality,3.288627450980392,"Feb 1, 2023",2023.0,31.0,20.754139072847682,1,2,4,7,No Tag,No Tag,No Tag,#5 Most Popular 2023,0,False,2014.0,6.0,https://anilist.co/manga/159866/Shinitagari-no-Shannon-Dragon-ni-Taberaretemita/,72.44872100226819,0.0,0,0,0,1,0
1798,"Bokura wa ""Yomi"" wo Machigaeru",僕らは『読み』を間違える,"Bokura wa ""Yomi"" wo Machigaeru","Bokura wa ""Yomi"" wo Machigaeru",3.288627450980392,"Dec 1, 2022",2022.0,31.0,2.0,1,1,6,0,No Tag,No Tag,No Tag,0,0,False,2014.0,5.0,https://anilist.co/manga/156457/Bokura-wa-Yomi-wo-Machigaeru/,40.0,0.0,0,0,0,0,1
1799,Ore no Maede wa Otome de Kawaii Himemiya-san,俺の前では乙女で可愛い姫宮さん,Ore no Maede wa Otome de Kawaii Himemiya-san,Ore no Maede wa Otome de Kawaii Himemiya-san,3.288627450980392,"Jul 28, 2022",2022.0,31.0,20.754139072847682,1,4,6,0,No Tag,No Tag,No Tag,0,0,False,2014.0,8.0,https://anilist.co/manga/147924/Ore-no-Maede-wa-Otome-de-Kawaii-Himemiyasan/,72.44872100226819,0.0,0,0,0,0,1
1800,Katsute Hito Datta Anata e,かつて人だった貴方へ,Katsute Hito Datta Anata e,Katsute Hito Datta Anata e,3.288627450980392,"Apr 25, 2022",2022.0,31.0,20.754139072847682,1,3,2,7,No Tag,No Tag,No Tag,0,0,False,2014.0,5.0,https://anilist.co/manga/147082/Katsute-Hito-Datta-Anata-e/,72.44872100226819,0.0,0,0,0,0,1
1801,Kuso-game Online (Kari): Unei wa Zenin Nigeta kedo Nanno Monadai mo Nai wa!,クソゲー・オンライン（仮） 「運営は全員逃げたけどなんの問題もないわ!」,Kuso-game Online (Kari): Unei wa Zenin Nigeta kedo Nanno Monadai mo Nai wa!,Kuso-game Online (Kari): Unei wa Zenin Nigeta kedo Nanno Monadai mo Nai wa!,3.288627450980392,"Jun 24, 2016",2016.0,31.0,20.754139072847682,1,4,7,0,No Tag,No Tag,No Tag,0,0,False,2014.0,13.0,https://anilist.co/manga/97311/Kusogame-Online-Kari-Unei-wa-Zenin-Nigeta-kedo-Nanno-Monadai-mo-Nai-wa/,79.0,0.0,0,0,0,0,1
1802,Senritsu no Majutsushi to Goteijuu,戦慄の魔術師と五帝獣,Senritsu no Majutsushi to Goteijuu,Senritsu no Majutsushi to Goteijuu,4.0,"Nov 6, 2015",2015.0,31.0,2.0,1,3,7,0,No Tag,No Tag,No Tag,0,0,False,2014.0,5.0,https://anilist.co/manga/97392/Senritsu-no-Majutsushi-to-Goteijuu/,60.0,0.0,0,1,0,0,0
1803,Eiyuu Densetsu: Zero no Kiseki,英雄伝説 零の軌跡,Eiyuu Densetsu: Zero no Kiseki,"The Legend of Heroes VII: Trails of Zero
ZnK
金の太陽、銀の月/英雄伝説 零の軌跡",3.0,"Aug 17, 2012",2012.0,30.0,20.754139072847682,4,3,0,0,No Tag,No Tag,No Tag,0,0,False,2014.0,5.0,https://anilist.co/manga/88362/Eiyuu-Densetsu-Zero-no-Kiseki/,100.0,0.0,0,1,0,0,0
1804,Sugar Apple Fairy Tale: Ginzatoushi to Shiro no Kikoushi,シュガーアップル・フェアリーテイル 銀砂糖師と白の貴公子,Sugar Apple Fairy Tale: Ginzatoushi to Shiro no Kikoushi,Sugar Apple Fairy Tale: Ginzatoushi to Shiro no Kikoushi,1.0,"Nov 30, 2010",2010.0,30.0,1.0,1,2,7,6,No Tag,No Tag,No Tag,0,0,False,2014.0,9.0,https://anilist.co/manga/146447/Sugar-Apple-Fairy-Tale-Ginzatoushi-to-Shiro-no-Kikoushi/,60.0,0.0,0,1,0,0,0
1805,Dungeon Musume to Harem Shitai!,ダンジョン娘とハーレムしたい!,Dungeon Musume to Harem Shitai!,Heroic tale of level 1 adventurer Zero,1.0,"Dec 15, 2016",2016.0,30.0,1.0,1,2,4,11,No Tag,No Tag,No Tag,0,0,False,2014.0,5.0,https://anilist.co/manga/126209/Dungeon-Musume-to-Harem-Shitai/,90.0,0.0,0,1,0,0,0
1806,"Joshi Ryou no Kanrinin wo Suru Koto ni Natta Ore, Sunderu Joshi no Level ga Tonikaku Takasugiru Ken. Konna no Najimeru Wake ga Nai.",女子寮の管理人をすることになった俺、住んでる女子のレベルがとにかく高すぎる件。住んでる馴染めるわけがない。,"Joshi Ryou no Kanrinin wo Suru Koto ni Natta Ore, Sunderu Joshi no Level ga Tonikaku Takasugiru Ken. Konna no Najimeru Wake ga Nai.","Joshi Ryou no Kanrinin wo Suru Koto ni Natta Ore, Sunderu Joshi no Level ga Tonikaku Takasugiru Ken. Konna no Najimeru Wake ga Nai.",3.288627450980392,"Oct 20, 2021",2021.0,30.0,20.754139072847682,1,4,6,0,No Tag,No Tag,No Tag,0,0,False,2014.0,24.0,https://anilist.co/manga/145947/Joshi-Ryou-no-Kanrinin-wo-Suru-Koto-ni-Natta-Ore-Sunderu-Joshi-no-Level-ga-Tonikaku-Takasugiru-Ken-Konna-no-Najimeru-Wake-ga-Nai/,72.44872100226819,0.0,0,0,0,0,1
1807,"Rune Teikoku Chuukouki: Heimin no Shounin ga Koutei ni Nari, Koutei wa Shogun ni, Shogun wa Shounin ni Irekawarite Tenka wo Mawasu",ルーン帝国中興記 ～平民の商人が皇帝になり、皇帝は将軍に、将軍は商人に入れ替わりて天下を回す～,"Rune Teikoku Chuukouki: Heimin no Shounin ga Koutei ni Nari, Koutei wa Shogun ni, Shogun wa Shounin ni Irekawarite Tenka wo Mawasu","Rune Teikoku Chuukouki: Heimin no Shounin ga Koutei ni Nari, Koutei wa Shogun ni, Shogun wa Shounin ni Irekawarite Tenka wo Mawasu",3.288627450980392,"Dec 14, 2021",2021.0,30.0,20.754139072847682,1,3,2,4,No Tag,No Tag,No Tag,0,0,False,2014.0,22.0,https://anilist.co/manga/143170/Rune-Teikoku-Chuukouki-Heimin-no-Shounin-ga-Koutei-ni-Nari-Koutei-wa-Shogun-ni-Shogun-wa-Shounin-ni-Irekawarite-Tenka-wo-Mawasu/,72.44872100226819,0.0,0,0,0,0,1
1808,"Mea-san, Kocchi Muite yo",芽亜さん、こっち向いてよ,"Mea-san, Kocchi Muite yo","Mea-san, please show me your face
Mea-san, Look Over Here",3.288627450980392,"Oct 25, 2019",2019.0,30.0,20.754139072847682,1,4,6,15,No Tag,No Tag,No Tag,0,0,False,2014.0,4.0,https://anilist.co/manga/133915/Measan-Kocchi-Muite-yo/,72.44872100226819,0.0,0,0,0,0,1
1809,Kagura Kenbu no Aerial,神楽剣舞のエアリアル,Kagura Kenbu no Aerial,"The Sacred Sword Dance in the Aerial
Sky Lullaby Tsurugi no Mai",5.0,"Jul 14, 2014",2014.0,30.0,1.0,1,3,7,0,No Tag,No Tag,No Tag,0,0,False,2014.0,4.0,https://anilist.co/manga/92017/Kagura-Kenbu-no-Aerial/,70.0,0.0,0,1,0,0,0
1810,Isekai Trip Shita Sono ba de Taberarechaimashita,異世界トリップしたその場で食べられちゃいました,Isekai Trip Shita Sono ba de Taberarechaimashita,I Tripped Into a Different World Where I Was Eaten on the Spot,3.0,"Sep 15, 2017",2017.0,30.0,1.0,1,7,6,0,No Tag,No Tag,No Tag,0,0,False,2014.0,7.0,https://anilist.co/manga/127560/Isekai-Trip-Shita-Sono-ba-de-Taberarechaimashita/,50.0,0.0,0,1,0,0,0
1811,Soshite Shoujo wa Akujo no Karada o Te ni Ireru,そして少女は悪女の体を手に入れる,Soshite Shoujo wa Akujo no Karada o Te ni Ireru,And so the Girl Obtained a Wicked Girl’s Body,3.288627450980392,"Feb 17, 2017",2017.0,30.0,20.754139072847682,1,4,1,6,No Tag,No Tag,No Tag,0,0,False,2014.0,10.0,https://anilist.co/manga/109157/Soshite-Shoujo-wa-Akujo-no-Karada-o-Te-ni-Ireru/,90.0,0.0,0,0,0,0,1
1812,Nokorimono ni wa Fuku ga Aru.,残り物には福がある。,Nokorimono ni wa Fuku ga Aru.,The Best is Saved for Last,3.288627450980392,"Aug 27, 2018",2018.0,30.0,1.0,1,7,6,0,No Tag,No Tag,No Tag,0,0,False,2014.0,6.0,https://anilist.co/manga/129136/Nokorimono-ni-wa-Fuku-ga-Aru/,75.0,0.0,0,0,0,0,1
1813,Ryuusei Gakuen no Lost Knight,竜棲学園の不適格輝士,Ryuusei Gakuen no Lost Knight,"Ryuusei Gakuen no Futekikaku Kishi
He is a Failing Knight of a School that Dragon Lives
竜棲学園の不適格輝士〈ロストナイト〉",2.0,"Jan 30, 2014",2014.0,30.0,20.754139072847682,1,3,7,6,No Tag,No Tag,No Tag,0,0,False,2014.0,5.0,https://anilist.co/manga/93323/Ryuusei-Gakuen-no-Lost-Knight/,87.0,0.0,0,1,0,0,0
1814,Mijissou no Last Boss-tachi ga Nakama ni Narimashita.,未実装のラスボス達が仲間になりました。,Mijissou no Last Boss-tachi ga Nakama ni Narimashita.,"The Unimple Mented End-Stage Enemys Have Joined Us!
The Six Demon Kings and the Lord of the Dungeon",3.288627450980392,"Nov 30, 2020",2020.0,30.0,1.0,1,3,2,7,No Tag,No Tag,No Tag,0,0,False,2014.0,8.0,https://anilist.co/manga/142689/Mijissou-no-Last-Bosstachi-ga-Nakama-ni-Narimashita/,59.0,0.0,0,0,0,0,1
1815,Rengoku no Trisagion,煉獄のトリスアギオン,Rengoku no Trisagion,Artisans of the Traitor's Gate,3.0,"Oct 27, 2014",2014.0,30.0,20.754139072847682,1,3,12,0,No Tag,No Tag,No Tag,0,0,False,2014.0,3.0,https://anilist.co/manga/123530/Rengoku-no-Trisagion/,50.0,0.0,0,1,0,0,0
1816,Sekai no Hate no Random Walker,世界の果てのランダム・ウォーカー,Sekai no Hate no Random Walker,"Sekai no Hate no Randamu Wookaa
Random Walker at the END of the WORLD
Random Walker
世界を愛するランダム・ウォーカー
天地の狭間のランダム・ウォーカー",3.0,"Mar 10, 2018",2018.0,30.0,1.0,1,2,1,0,No Tag,No Tag,No Tag,0,0,False,2014.0,6.0,https://anilist.co/manga/116093/Sekai-no-Hate-no-Random-Walker/,72.44872100226819,0.0,0,1,0,0,0
1817,Akihabara∧Denpatou,アキハバラ∧デンパトウ,Akihabara∧Denpatou,Akihabara Radio Tower,1.0,"Jul 30, 2015",2015.0,30.0,1.0,1,4,11,6,No Tag,No Tag,No Tag,0,0,False,2014.0,1.0,https://anilist.co/manga/124226/AkihabaraDenpatou/,60.0,0.0,0,1,0,0,0
1818,Joshikosei Doshi ga Mata Koi ni Ochiru Kamo Shirenai Hanashi.,女子高生同士がまた恋に落ちるかもしれない話。,Joshikosei Doshi ga Mata Koi ni Ochiru Kamo Shirenai Hanashi.,Joshikosei Doshi ga Mata Koi ni Ochiru Kamo Shirenai Hanashi.,3.288627450980392,"Jul 10, 2020",2020.0,30.0,20.754139072847682,1,6,15,0,No Tag,No Tag,No Tag,0,0,False,2014.0,10.0,https://anilist.co/manga/132740/Joshikosei-Doshi-ga-Mata-Koi-ni-Ochiru-Kamo-Shirenai-Hanashi/,80.0,0.0,0,0,0,0,1
1819,"Classmate no Moto Idol ga, Tonikaku Kyodou Fushin nan desu",クラスメイトの元アイドルが、とにかく挙動不審なんです,"Classmate no Moto Idol ga, Tonikaku Kyodou Fushin nan desu",My classmate Shion Saegusa was idol. but she is unsure of behavior in front of me.,3.288627450980392,"Jan 20, 2022",2022.0,30.0,20.754139072847682,1,4,6,0,No Tag,No Tag,No Tag,0,0,False,2014.0,10.0,https://anilist.co/manga/147555/Classmate-no-Moto-Idol-ga-Tonikaku-Kyodou-Fushin-nan-desu/,37.0,0.0,0,0,0,0,1
1820,31-banme no Ohi-sama,31番目のお妃様,31-banme no Ohi-sama,The 31st Consort,5.0,"Jun 15, 2018",2018.0,30.0,2.0,1,7,6,0,No Tag,No Tag,No Tag,0,0,False,2014.0,3.0,https://anilist.co/manga/122788/31banme-no-Ohisama/,77.0,0.0,0,1,0,0,0
1821,Boku no Shiranai Love Come,僕の知らないラブコメ,Boku no Shiranai Love Come,Boku no Shiranai Love Comedy,2.0,"Nov 25, 2017",2017.0,30.0,20.754139072847682,1,4,6,0,No Tag,No Tag,No Tag,0,0,False,2014.0,5.0,https://anilist.co/manga/121625/Boku-no-Shiranai-Love-Come/,58.0,0.0,0,1,0,0,0
1822,"Kougekiryoku Kyokuburi no Saikyou Majutsushi: Kinryokuchi 9999 no Taikenshi, Tenseishite Nidoume no Jinsei wo Ayumu",攻撃力極振りの最強魔術師 ～筋力値9999の大剣士、転生して二度目の人生を歩む～,"Kougekiryoku Kyokuburi no Saikyou Majutsushi: Kinryokuchi 9999 no Taikenshi, Tenseishite Nidoume no Jinsei wo Ayumu","Kougekiryoku Kyokuburi no Saikyou Majutsushi: Kinryokuchi 9999 no Taikenshi, Tenseishite Nidoume no Jinsei wo Ayumu",3.288627450980392,"Feb 22, 2019",2019.0,30.0,1.0,1,7,0,0,No Tag,No Tag,No Tag,0,0,False,2014.0,15.0,https://anilist.co/manga/116102/Kougekiryoku-Kyokuburi-no-Saikyou-Majutsushi-Kinryokuchi-9999-no-Taikenshi-Tenseishite-Nidoume-no-Jinsei-wo-Ayumu/,63.0,0.0,0,0,0,0,1
1823,Escape Sheep Land,エスケープ・シープ・ランド,Escape Sheep Land,Escape Sheep Land,1.0,"Mar 10, 2017",2017.0,30.0,20.754139072847682,1,8,0,0,No Tag,No Tag,No Tag,0,0,False,2014.0,3.0,https://anilist.co/manga/126538/Escape-Sheep-Land/,72.44872100226819,0.0,0,1,0,0,0
1824,Tensei shitara Heishi Datta?!: Akai Shinigami to Yobareta Otoko,転生したら兵士だった?!~赤い死神と呼ばれた男~,Tensei shitara Heishi Datta?!: Akai Shinigami to Yobareta Otoko,When I Reincarnated I Was a Soldier?! ~A Man Called the Red Shinigami~,3.288627450980392,"Jun 15, 2020",2020.0,30.0,20.754139072847682,1,3,7,0,No Tag,No Tag,No Tag,0,0,False,2014.0,9.0,https://anilist.co/manga/140933/Tensei-shitara-Heishi-Datta-Akai-Shinigami-to-Yobareta-Otoko/,89.0,0.0,0,0,0,0,1
1825,Isekai Guild no Berserk,異世界ギルドの英雄師弟,Isekai Guild no Berserk,Isekai Guild no Eiyuu Shitei,3.0,"Sep 30, 2016",2016.0,30.0,1.0,1,3,7,0,No Tag,No Tag,No Tag,0,0,False,2014.0,4.0,https://anilist.co/manga/120937/Isekai-Guild-no-Berserk/,72.44872100226819,0.0,0,1,0,0,0
1826,Henkyou Toshi no Ikuseisha,辺境都市の育成者,Henkyou Toshi no Ikuseisha,Henkyou Toshi no Ikuseisha,3.288627450980392,"Jul 17, 2020",2020.0,30.0,2.0,1,2,4,7,No Tag,No Tag,No Tag,0,0,False,2014.0,4.0,https://anilist.co/manga/150279/Henkyou-Toshi-no-Ikuseisha/,72.44872100226819,0.0,0,0,0,0,1
1827,"Marietta-hime no Konrei: Danna-sama, Suteki Sugimasu!",マリエッタ姫の婚礼～旦那様、素敵すぎます！～,"Marietta-hime no Konrei: Danna-sama, Suteki Sugimasu!",Princess Marietta’s Wedding ~Her Husband is Too Dreamy!~,1.0,"Sep 2, 2015",2015.0,30.0,20.754139072847682,1,7,6,0,No Tag,No Tag,No Tag,0,0,False,2014.0,6.0,https://anilist.co/manga/128195/Mariettahime-no-Konrei-Dannasama-Suteki-Sugimasu/,55.0,0.0,0,1,0,0,0
1828,100-en Shop Tenin ga Isekai Trip shita Kekka.,100円ショップ店員が異世界トリップした結果。,100-en Shop Tenin ga Isekai Trip shita Kekka.,"Hyakuen Shop Tenin ga Isekai Trip shita Kekka.
100 Yen Shop Tenin ga Isekai Trip shita Kekka.",2.0,"Oct 31, 2015",2015.0,30.0,1.0,1,3,7,0,No Tag,No Tag,No Tag,0,0,False,2014.0,8.0,https://anilist.co/manga/96319/100en-Shop-Tenin-ga-Isekai-Trip-shita-Kekka/,72.44872100226819,0.0,0,1,0,0,0
1829,Hidarikiki Datta kara Isekai ni Tsureteikareta,左利きだったから異世界に連れて行かれた,Hidarikiki Datta kara Isekai ni Tsureteikareta,Hidarikiki Datta kara Isekai ni Tsureteikareta,5.0,"Jul 18, 2015",2015.0,30.0,20.754139072847682,1,7,0,0,No Tag,No Tag,No Tag,0,0,False,2014.0,6.0,https://anilist.co/manga/96347/Hidarikiki-Datta-kara-Isekai-ni-Tsureteikareta/,72.44872100226819,0.0,0,1,0,0,0
1830,Nanatsu no Tsumi to Batsu,七つの罪と罰,Nanatsu no Tsumi to Batsu,Seven Crimes and Punishments,1.0,"Jun 1, 2017",2017.0,30.0,20.754139072847682,1,7,0,0,No Tag,No Tag,No Tag,0,0,False,2014.0,5.0,https://anilist.co/manga/108118/Nanatsu-no-Tsumi-to-Batsu/,45.0,0.0,0,1,0,0,0
1831,"Baby, Good Morning",ベイビー、グッドモーニング,"Baby, Good Morning","Baby, Good Morning",1.0,"Apr 1, 2012",2012.0,30.0,1.0,1,1,0,0,No Tag,No Tag,No Tag,0,0,False,2014.0,3.0,https://anilist.co/manga/105623/Baby-Good-Morning/,83.0,0.0,0,1,0,0,0
1832,"Tsuihou sareta Ochikobore, Henkyou de Ikinuite S-Rank Taimashi ni Nariagaru",追放された落ちこぼれ、辺境で生き抜いてSランク対魔師に成り上がる,"Tsuihou sareta Ochikobore, Henkyou de Ikinuite S-Rank Taimashi ni Nariagaru",A Banished Failure Survives in the Borderland and Becomes an S-Ranked Exorcist,3.288627450980392,"Sep 1, 2020",2020.0,30.0,1.0,1,3,2,11,No Tag,No Tag,No Tag,0,0,False,2014.0,10.0,https://anilist.co/manga/138836/Tsuihou-sareta-Ochikobore-Henkyou-de-Ikinuite-SRank-Taimashi-ni-Nariagaru/,72.44872100226819,0.0,0,0,0,0,1
1833,Marielle Clarac no Kekkon,マリエル・クララックの結婚,The Wedding of Marielle Clarac,Marielle Clarac IV marriage,1.0,"Sep 1, 2018",2018.0,30.0,20.754139072847682,1,4,6,0,No Tag,No Tag,No Tag,0,0,False,2014.0,4.0,https://anilist.co/manga/145036/Marielle-Clarac-no-Kekkon/,81.0,0.0,0,1,0,0,0
1834,Café de Blood,カフェ・ド・ブラッド,Café de Blood,Cafe de Blood,1.0,"Feb 29, 2016",2016.0,30.0,1.0,1,7,12,0,No Tag,No Tag,No Tag,0,0,False,2014.0,3.0,https://anilist.co/manga/96840/Caf-de-Blood/,72.44872100226819,0.0,0,1,0,0,0
1835,"Maryoku wo Suberu, Hakai no Ou to Zennou Shoujo: Majutsu wo Atsukaenai Hazure Tokusei no Ore wa Mukatanaryu Musou Suru","魔力を統べる, 破壊の王と全能少女: 魔術を扱えないハズレ特性の俺は無刀流で無双する","Maryoku wo Suberu, Hakai no Ou to Zennou Shoujo: Majutsu wo Atsukaenai Hazure Tokusei no Ore wa Mukatanaryu Musou Suru",The King of Destroyers and The Almighty Girl Govern Magical Power,3.288627450980392,"May 10, 2020",2020.0,30.0,20.754139072847682,1,3,7,0,No Tag,No Tag,No Tag,0,0,False,2014.0,20.0,https://anilist.co/manga/132751/Maryoku-wo-Suberu-Hakai-no-Ou-to-Zennou-Shoujo-Majutsu-wo-Atsukaenai-Hazure-Tokusei-no-Ore-wa-Mukatanaryu-Musou-Suru/,72.44872100226819,0.0,0,0,0,0,1
1836,Isekai Shoukan ga Oosugite Megami-sama ga Buchigiremashita,異世界召喚が多すぎて女神様がぶちギレました,Isekai Shoukan ga Oosugite Megami-sama ga Buchigiremashita,Isekai Shoukan ga Oosugite Megami-sama ga Buchigiremashita,1.0,"Apr 30, 2016",2016.0,30.0,20.754139072847682,1,7,0,0,No Tag,No Tag,No Tag,0,0,False,2014.0,7.0,https://anilist.co/manga/97107/Isekai-Shoukan-ga-Oosugite-Megamisama-ga-Buchigiremashita/,70.0,0.0,0,1,0,0,0
